"","abandona","plan_internacional","minutos_dia","llamadas_dia","minutos_noche","llamadas_noche","minutos_internacionales","llamadas_internacionales","reclamos"
"2461","No","no",109.2,96,240,102,9.8,5,2
"2462","No","no",220,95,188.2,109,11.5,5,0
"2463","No","no",181.4,98,171,110,10.9,4,2
"2464","No","no",180.7,82,231.5,89,10.1,4,2
"2465","No","no",96.5,109,174.4,82,9.4,2,1
"2466","No","no",183.5,93,193.8,88,8.3,5,3
"2467","No","no",107.9,90,253.6,79,10.5,2,0
"2468","No","yes",161,96,180.8,103,7.7,6,1
"2469","Yes","yes",146.8,128,213.6,80,4.3,2,1
"2470","No","no",149.2,146,197.9,109,8.3,2,3
"2471","No","no",227.8,124,201.1,91,5.6,4,3
"2472","No","no",160.3,87,191.1,122,7.4,3,0
"2473","Yes","no",137.8,120,145.2,95,10.2,6,1
"2474","No","no",141.7,87,241.3,68,8.5,7,0
"2475","No","no",196.4,115,176.2,75,9.3,1,0
"2476","No","no",175.2,74,230.5,109,5.3,3,1
"2477","No","no",146.8,133,234.5,69,9.9,3,1
"2478","No","no",173.9,111,204.8,91,9.1,7,1
"2479","No","no",305.2,80,280,81,13.2,7,1
"2480","Yes","yes",162.3,91,192.7,131,11.7,2,3
"2481","No","yes",150,106,250.7,65,10.3,7,3
"2482","No","no",197.5,114,163.6,109,11.3,4,1
"2483","No","no",240.2,67,249,72,10.2,6,2
"2484","No","no",186.2,117,164.3,113,12.9,3,2
"2485","No","no",116.9,127,289.9,125,12.3,2,0
"2486","No","no",236.7,95,259.6,107,12,4,1
"2487","No","no",173.2,93,170.9,104,5.4,3,0
"2488","No","no",152.2,114,185.9,97,9.8,3,0
"2489","No","no",181.3,135,180.6,103,6.7,2,0
"2490","Yes","no",167.8,72,153.5,109,10.5,6,4
"2491","No","no",175.4,125,289.3,74,9.8,9,1
"2492","No","no",87.6,112,214.6,104,9.8,10,2
"2493","No","no",203.3,45,200.7,71,8.5,6,0
"2494","Yes","no",92.6,95,285,78,11.3,3,5
"2495","No","no",262.9,135,140.5,109,8.1,4,1
"2496","No","no",160.8,91,254.3,103,8.5,3,1
"2497","No","no",141.8,116,178.1,130,7.8,3,1
"2498","No","no",50.6,62,146.8,121,4.2,4,2
"2499","No","no",134.9,59,197.5,112,10.2,5,1
"2500","No","no",252.1,110,155.6,83,13.8,3,1
"2501","No","no",215.5,95,147,108,9.6,3,1
"2502","No","no",124.8,66,193.2,115,13.4,4,0
"2503","No","no",178.7,114,245.9,94,16.4,5,2
"2504","No","no",183.2,131,292.8,100,9.9,5,2
"2505","No","no",167.5,96,138.4,87,13,1,1
"2506","No","no",147.1,105,234.9,65,12.5,9,3
"2507","No","no",230.1,107,174.9,119,13.2,4,1
"2508","No","no",135.8,125,229.8,106,12.6,3,0
"2509","No","no",205.7,98,159.4,147,8.7,3,2
"2510","No","no",73.8,105,170.2,98,10.9,3,2
"2511","No","no",189.3,119,270.9,104,10,1,2
"2512","No","no",147.2,115,142.1,103,7.2,6,3
"2513","No","no",137.3,95,231.4,70,10.2,3,0
"2514","No","no",70.7,125,174.6,107,0,0,2
"2515","No","no",204.6,117,164.6,84,10.7,5,0
"2516","Yes","no",123.1,88,184.9,88,12,2,5
"2517","No","no",129.7,115,265,63,12.2,3,2
"2518","No","yes",198.7,70,281.9,126,12.4,4,0
"2519","No","no",145.1,116,208.7,95,7.9,5,2
"2520","No","no",135.2,101,224.8,83,8.4,5,2
"2521","No","no",124.7,105,216.4,128,7.8,8,1
"2522","No","no",215.9,76,186.9,129,12.1,4,1
"2523","No","no",119.2,142,197.9,61,8.4,9,2
"2524","No","no",144.3,116,214.7,90,7.8,10,3
"2525","No","no",235.2,121,236.3,91,11.8,4,1
"2526","No","no",174,57,197.2,94,9.7,2,0
"2527","Yes","yes",115,65,245,75,6.4,1,0
"2528","No","no",151.7,93,229.1,111,13.1,8,2
"2529","No","no",153.1,102,329.2,74,9.9,9,3
"2530","No","no",218.6,93,204.6,131,9.2,5,2
"2531","No","no",265.2,122,174.7,90,10.7,9,2
"2532","No","no",143.3,134,184.2,87,10.1,4,1
"2533","No","no",190.3,98,220.6,97,7.2,9,2
"2534","Yes","no",184.7,60,239.5,120,12.3,6,2
"2535","No","no",115.3,99,152.5,98,18,2,1
"2536","Yes","no",113,108,156.6,61,9.2,5,2
"2537","Yes","no",294.2,100,195,64,9,1,0
"2538","No","no",215.6,86,207,67,6.4,8,3
"2539","No","no",128.8,80,202.1,103,14,7,1
"2540","Yes","yes",211.2,117,178,118,10.7,2,3
"2541","No","no",71.2,82,186.9,111,12.9,1,1
"2542","No","no",94.9,121,175.1,86,14.2,2,2
"2543","Yes","no",259.4,116,175.3,130,9.5,3,1
"2544","No","no",215.8,123,192.1,78,6.9,3,1
"2545","No","no",97.5,113,255.3,62,13.2,4,3
"2546","No","no",146.5,121,238.8,112,8.2,5,0
"2547","No","no",157.9,72,210,86,12.2,5,2
"2548","No","no",139.9,117,240.8,93,12.7,4,2
"2549","No","no",153.2,112,135,85,11.9,7,1
"2550","No","yes",103.5,134,239.9,124,8.4,4,2
"2551","No","no",185.8,119,200,96,6.6,4,1
"2552","No","no",129.5,56,145.5,93,10.9,3,1
"2553","No","no",236.6,91,146.8,114,8.9,2,1
"2554","No","no",260.4,107,207.9,115,10,2,6
"2555","No","no",167.3,100,185.9,100,6.7,5,2
"2556","No","no",182.2,101,233,123,9.3,4,2
"2557","No","no",113,80,204.3,115,10.8,4,2
"2558","No","no",185.7,133,256.4,78,16.9,6,0
"2559","No","no",136.2,114,137.9,71,9.6,5,0
"2560","No","no",222.6,81,201.2,87,11.5,2,1
"2561","No","no",197.3,67,210.5,116,9,6,1
"2562","No","no",141.4,130,210,111,7.7,6,1
"2563","No","no",208,69,178.5,129,8,11,1
"2564","No","no",118.5,92,255.7,98,12.1,4,1
"2565","No","no",153.2,65,148.2,94,10.7,8,1
"2566","No","no",108.3,87,176.6,109,13.5,2,0
"2567","No","no",168.6,92,216.5,95,14.4,8,2
"2568","Yes","no",247.2,116,105.4,94,9.3,2,2
"2569","No","yes",224.2,81,147.8,66,12,8,3
"2570","No","no",166.9,98,243.9,114,12.8,4,3
"2571","No","no",118.4,100,158.1,91,8.5,6,1
"2572","No","no",190.9,62,230.1,96,7.8,3,2
"2573","Yes","no",317.8,60,123.4,63,10.4,7,1
"2574","Yes","no",312,112,168.6,94,12.8,4,1
"2575","No","no",146,121,151.8,120,13.3,2,1
"2576","Yes","no",131.6,95,251.2,129,15.5,3,1
"2577","No","no",193.4,105,226.2,90,11.1,11,2
"2578","No","no",185.1,92,196.1,85,8.5,5,2
"2579","No","no",193.3,106,225.2,122,11.8,4,0
"2580","No","no",146.4,107,230.1,106,7.8,2,1
"2581","No","no",71.2,90,183.3,103,8.6,4,0
"2582","Yes","no",123.2,104,170.3,95,12.9,5,4
"2583","No","no",205,90,272.6,96,7.5,4,2
"2584","No","no",128.7,78,237.7,121,12.8,6,1
"2585","No","no",216.9,78,179.8,116,11.4,5,3
"2586","No","no",150,122,212.4,89,9.8,1,3
"2587","No","no",164.1,106,194.7,124,11.4,2,1
"2588","No","no",212,113,193.6,114,8.9,7,3
"2589","No","no",167.3,99,236.7,112,12,9,2
"2590","No","no",154.4,130,185.4,52,13.9,4,1
"2591","No","no",177.3,95,240.2,108,9.3,7,3
"2592","Yes","no",231.2,141,240.3,100,8.8,5,1
"2593","No","no",202.9,100,203.8,116,12.8,3,5
"2594","No","no",149.6,120,181.2,107,14.3,9,0
"2595","Yes","yes",345.3,81,217.5,107,11.8,8,1
"2596","Yes","no",264.9,80,166.1,80,8.4,4,1
"2597","No","no",122,92,224.2,128,5.8,5,1
"2598","No","no",177.2,88,231.5,90,14,2,2
"2599","No","no",133.1,80,221.6,96,10.3,8,1
"2600","Yes","no",225.1,90,233.8,103,8.8,4,0
"2601","No","no",208.4,120,310.7,105,11.2,4,1
"2602","No","no",173.1,107,158.7,104,11.5,5,1
"2603","Yes","yes",162.4,131,128.9,118,11.4,2,2
"2604","No","no",281.2,93,244.2,129,6.4,5,2
"2605","No","no",208.3,89,102,90,15.9,4,3
"2606","No","no",243.4,126,282.9,91,14.1,8,2
"2607","Yes","no",224.2,89,182.9,121,16.1,3,1
"2608","No","no",189.3,100,89.7,89,9.9,3,3
"2609","No","no",168.3,124,222.5,98,6.7,2,4
"2610","No","no",232.9,90,344.3,82,10.7,6,1
"2611","No","no",155,98,143.7,117,5.9,4,1
"2612","No","no",154.4,130,158.7,59,11.8,3,0
"2613","No","no",234.7,102,253.4,71,8.4,8,2
"2614","No","no",240,88,128.9,137,7.1,9,1
"2615","Yes","yes",298.4,78,107.3,84,12.2,2,0
"2616","No","no",166,102,134.3,93,10.9,4,1
"2617","No","no",111.6,140,267.6,115,16,3,0
"2618","No","no",174.5,98,179,89,10.7,2,2
"2619","No","yes",175.5,137,294.8,121,6.9,5,1
"2620","Yes","yes",157.5,109,227,76,11.1,2,3
"2621","No","no",206.2,113,297.1,119,11,7,1
"2622","No","no",207.5,138,164.5,107,7.5,16,4
"2623","No","no",144.8,105,255.4,117,11.6,2,4
"2624","No","no",258.8,85,193.6,106,10.9,7,2
"2625","Yes","no",226.9,106,203.9,107,11.6,2,0
"2626","No","no",152.9,119,257,106,12,5,2
"2627","No","no",156.7,51,123.2,111,12.6,6,2
"2628","No","no",150.8,85,247.2,104,12.5,1,1
"2629","No","no",221,126,118,98,6.8,3,4
"2630","Yes","no",322.4,92,209.5,111,6.7,3,1
"2631","No","no",153.6,148,225.5,99,9.8,3,2
"2632","No","no",215.1,91,146.2,109,12.4,2,2
"2633","No","no",174.4,108,127.4,74,11.8,3,1
"2634","No","no",180.5,126,232.5,73,10.6,3,0
"2635","No","no",123.1,106,244.6,75,12.6,7,2
"2636","No","no",165.7,94,170.8,114,10,4,1
"2637","No","no",200.2,92,236.6,65,6,6,2
"2638","No","no",154.8,82,208.4,80,5.9,9,3
"2639","No","no",125.4,116,241.6,104,11.4,9,2
"2640","No","no",184.2,111,264,55,12.2,4,1
"2641","No","no",274.7,99,299.6,109,10.8,3,3
"2642","No","yes",142,140,302,72,11.3,5,1
"2643","No","yes",151.5,99,210.4,114,10,4,1
"2644","No","no",124.8,114,160.3,85,10.6,7,3
"2645","No","no",179.2,85,188.2,113,12.4,2,0
"2646","Yes","yes",246.4,110,157.6,106,12.1,2,2
"2647","No","no",232.7,114,153.3,122,11.5,6,5
"2648","Yes","no",288,120,233.4,99,13.4,4,0
"2649","No","no",170.8,145,294.5,100,12.7,1,1
"2650","No","no",216.1,114,217.8,104,9.8,3,1
"2651","No","no",138.7,100,164.3,98,4.9,4,2
"2652","No","no",210.7,112,253.6,90,9.2,5,3
"2653","No","no",181.8,117,266.2,123,9.7,9,0
"2654","No","no",61.6,103,225.9,96,12.4,5,1
"2655","No","no",207.7,85,261.7,83,6.8,3,1
"2656","No","no",219.2,73,161.4,119,10,5,1
"2657","No","no",227,122,169.7,87,8.9,1,2
"2658","No","no",245.9,73,158.7,89,8.9,5,3
"2659","No","no",257.3,84,108.9,109,13.5,7,0
"2660","No","no",121.1,130,235.1,33,16.1,5,2
"2661","Yes","no",301.5,136,132.9,118,13.4,2,4
"2662","No","no",233.9,96,182.9,109,9.5,3,0
"2663","Yes","yes",99.6,108,161.2,62,13.7,6,2
"2664","No","no",169.8,123,395,72,12.7,7,2
"2665","Yes","yes",198.8,115,198.5,118,14.4,3,1
"2666","No","yes",116.2,86,204.2,109,10.1,3,3
"2667","Yes","yes",255.9,128,308.9,130,12.1,2,1
"2668","No","no",187.7,84,145.7,110,10,4,3
"2669","No","no",195.9,91,88.2,111,8.6,4,0
"2670","No","no",129.4,97,204.7,106,1.1,2,2
"2671","No","no",221,108,179,80,9,6,2
"2672","No","no",140.5,92,227,89,9.5,5,2
"2673","Yes","yes",277.9,123,256.9,71,9.2,10,0
"2674","Yes","no",224.9,105,216.1,73,6.7,5,3
"2675","No","no",109.1,117,188.4,141,12.8,6,0
"2676","No","no",207.8,109,291.6,115,5.7,9,0
"2677","No","no",205.9,96,209,63,12.1,8,0
"2678","Yes","no",308.6,139,198.7,66,7.3,3,4
"2679","No","no",242.6,69,219.7,82,14.4,6,2
"2680","No","no",229.6,82,250.8,109,3.3,3,1
"2681","No","no",166,62,170.1,84,7.7,3,2
"2682","Yes","no",144.8,126,208.8,81,13.3,9,0
"2683","No","yes",106.1,77,96.4,92,12.9,3,0
"2684","No","no",221.8,84,210.2,72,13.2,4,1
"2685","No","no",204.6,98,182.1,95,9.8,7,2
"2686","No","no",213.5,93,122,78,14.1,3,3
"2687","No","no",152,95,162.4,121,10,1,2
"2688","Yes","yes",260.8,81,271.7,117,17,6,1
"2689","No","no",166.4,117,160.4,121,10,2,1
"2690","No","no",177.9,83,223.7,142,15.2,8,0
"2691","No","no",235.1,97,259.7,110,7,7,3
"2692","No","no",186.8,92,250.9,131,9.7,4,2
"2693","No","yes",268.4,81,193.5,96,11.6,4,1
"2694","No","no",192.1,95,132.6,100,7.3,3,3
"2695","Yes","no",240.7,82,187.1,74,10.1,3,0
"2696","No","no",179.9,113,168.2,79,9.8,7,2
"2697","Yes","no",314.1,86,259,121,12.3,5,3
"2698","No","no",162,82,160.1,112,11.9,5,0
"2699","No","no",175.8,89,226.6,69,12.4,4,1
"2700","No","no",109.4,91,135,107,11.6,5,0
"2701","Yes","no",255.1,124,218,69,8.5,5,3
"2702","No","yes",208.7,84,264.7,107,8.3,3,3
"2703","No","no",214.6,108,170.7,145,7.9,5,1
"2704","No","no",49.2,121,203,97,12.1,13,1
"2705","No","no",141.3,133,227.5,97,11.2,3,2
"2706","No","no",253.2,89,154.3,85,9.7,7,4
"2707","No","no",206,128,135.9,116,13.2,3,0
"2708","No","no",40.4,105,145.1,89,9,2,2
"2709","Yes","no",291.2,104,191.7,87,8.9,3,1
"2710","No","no",71.2,58,155.5,108,11.7,3,0
"2711","Yes","no",261.8,69,202.1,94,14.7,4,0
"2712","No","no",191.3,134,182.3,111,10,3,1
"2713","No","no",133.3,101,228.6,68,11.6,2,0
"2714","No","no",183.6,138,166.9,89,6,3,2
"2715","No","no",155.2,116,170.1,108,15.4,6,1
"2716","No","no",283.1,93,312.8,78,6.1,8,1
"2717","No","no",186.5,94,215.6,100,12.1,4,2
"2718","No","no",163.3,104,249.1,127,4.3,6,0
"2719","No","no",203.4,125,213.7,121,13.8,2,1
"2720","No","no",178.1,110,226.3,123,10,6,1
"2721","No","no",195.9,103,302.2,82,10.3,3,1
"2722","No","no",295.3,127,166.8,105,9.6,6,1
"2723","No","no",136.1,82,158.8,83,10.1,5,2
"2724","No","no",114.1,95,176.3,90,13,9,2
"2725","Yes","no",279.1,124,217.5,104,9.5,11,2
"2726","No","no",169.3,111,197,87,12,3,0
"2727","No","no",214.4,94,148.7,102,9.9,1,2
"2728","No","yes",255.8,125,181.2,101,11.7,3,0
"2729","No","no",148.2,71,166.4,155,6.2,3,2
"2730","No","no",119.3,93,211.9,122,8.7,4,2
"2731","No","no",192.3,137,244.2,112,14.8,8,1
"2732","Yes","no",245.2,91,243.1,128,13.9,6,0
"2733","Yes","yes",216.2,106,126.7,123,16.9,2,5
"2734","No","no",172.4,114,235.3,104,0,0,2
"2735","No","yes",175.3,107,233.6,85,11.1,3,1
"2736","Yes","yes",169,104,213.3,76,13.3,3,0
"2737","No","no",2.6,113,242.7,156,9.2,5,3
"2738","No","no",184.1,143,243,116,9.9,2,1
"2739","No","no",181.9,90,143,100,7.5,3,1
"2740","No","no",160.1,116,139.1,65,10.8,9,0
"2741","No","no",189.8,122,257.1,84,10.3,1,0
"2742","No","no",223.2,142,214.7,111,12.4,2,1
"2743","No","no",216,94,234.7,109,10.7,1,2
"2744","No","no",198.5,124,243.3,80,8,7,2
"2745","No","no",159.5,115,102.4,86,7.1,7,1
"2746","Yes","no",105,78,174.1,115,10.2,2,2
"2747","No","no",204.5,108,155,102,13.4,1,3
"2748","Yes","no",274,92,283.6,83,6.2,1,0
"2749","No","no",158.7,84,177.3,67,7.7,10,2
"2750","No","no",229.9,116,171.4,105,14.2,6,1
"2751","No","no",137.8,97,146.4,85,8.7,6,1
"2752","No","no",179.4,94,191,88,7.9,4,0
"2753","No","no",139.3,101,246.5,104,8.1,1,3
"2754","No","no",7.8,86,186.5,80,12.9,2,2
"2755","No","no",183.1,88,350.2,108,11.3,7,1
"2756","No","no",206.9,79,149.3,69,10.7,3,0
"2757","No","no",140,106,50.1,87,12.5,1,2
"2758","No","no",179.2,59,285.4,83,5.8,7,2
"2759","No","no",177.4,136,237.3,133,12,3,0
"2760","No","no",115.6,129,141.8,124,12.6,9,1
"2761","Yes","yes",237.3,103,263.4,81,14.2,4,0
"2762","No","no",181.5,116,220.3,96,10.5,7,1
"2763","No","no",51.5,90,169.4,80,9.5,4,3
"2764","No","no",155.7,104,192.7,116,8.2,2,3
"2765","No","no",245,88,239.7,108,14.9,3,2
"2766","No","no",131.7,99,201.1,116,10.7,3,1
"2767","No","yes",111.1,126,215.7,82,10.5,6,1
"2768","No","no",88.5,100,79.9,86,8.2,4,3
"2769","No","no",116,85,246.8,98,12,2,1
"2770","No","no",155.5,81,253.1,77,9.1,2,1
"2771","No","no",106.5,65,188.6,61,5.7,3,2
"2772","No","no",175.2,68,219.8,99,13.2,6,1
"2773","Yes","no",154.7,84,172.9,90,5.9,2,4
"2774","Yes","no",247.2,105,186.3,76,6.1,5,2
"2775","Yes","yes",218.4,93,192.2,137,13.2,3,0
"2776","No","no",227.5,81,166.4,128,9,13,1
"2777","No","no",185,117,157.8,103,7.4,7,0
"2778","No","no",186.8,89,273.1,105,12.3,6,2
"2779","No","no",158.8,119,198.1,101,10.3,3,1
"2780","No","no",208.7,150,178.1,98,8.5,4,0
"2781","No","no",185.9,95,282.3,81,11.3,4,3
"2782","No","no",222.5,74,264.3,94,9,3,2
"2783","No","no",201.1,101,237.4,113,11.6,3,3
"2784","No","no",167.9,114,211.9,114,9.1,2,1
"2785","Yes","no",239.1,88,230.9,92,10.9,3,3
"2786","Yes","no",175.7,109,137.9,109,9.2,3,5
"2787","Yes","no",111.2,90,224.7,128,9,6,6
"2788","No","no",87.7,74,201.3,147,10.8,6,1
"2789","No","no",244.1,99,200,133,7.2,2,0
"2790","No","no",165,89,284.4,95,7.7,4,2
"2791","No","no",127.4,110,164.2,73,9.1,3,0
"2792","No","no",194.8,106,224.6,82,5.5,3,0
"2793","No","no",54.7,131,176.6,135,11.1,4,1
"2794","No","no",283.4,104,241.3,63,14.4,7,2
"2795","Yes","yes",258,112,173.2,100,10.9,3,0
"2796","No","no",90.5,142,194.9,76,9.3,2,1
"2797","No","no",235.6,132,185.4,136,16.2,2,0
"2798","No","no",142.5,82,131.2,67,10,4,2
"2799","No","no",54,68,247.2,101,10.2,8,1
"2800","No","no",214.8,87,216.9,104,9.4,3,3
"2801","Yes","yes",251.4,118,192,53,11,2,0
"2802","No","no",139,99,286.2,87,6.1,3,4
"2803","No","no",117.3,114,203.4,98,14.4,2,2
"2804","No","no",264,108,177.7,91,10.6,8,3
"2805","No","no",82.6,105,224.2,122,9.1,4,1
"2806","No","yes",175.8,126,128.5,72,11.4,5,1
"2807","No","no",220.4,100,259.3,112,13.6,8,2
"2808","No","no",217,104,134.3,109,11.8,4,2
"2809","No","no",129,77,177.1,110,11.6,5,1
"2810","No","no",150.5,106,215.9,86,3.5,3,1
"2811","No","no",193.3,66,214.4,97,11.1,4,0
"2812","No","no",189.5,122,180.6,106,10.8,5,2
"2813","No","no",137.8,95,268.1,70,11,6,2
"2814","No","no",129.3,80,258.3,89,12.3,4,3
"2815","No","no",115.6,77,218.4,72,10.7,6,1
"2816","No","no",221.9,114,250.5,117,7.2,5,2
"2817","Yes","no",263.7,113,195.3,99,18.3,6,1
"2818","No","no",61.3,91,143.1,80,11.4,9,1
"2819","No","yes",183.8,113,111,87,10.1,4,1
"2820","Yes","no",167.4,68,140.1,111,10.3,3,0
"2821","No","no",154.1,122,276.7,86,13.2,2,4
"2822","No","no",252,101,209.2,64,5.7,5,0
"2823","No","yes",163.1,94,96.4,111,11.2,3,0
"2824","No","no",198.3,80,133.5,96,16.6,4,2
"2825","Yes","no",324.7,48,187.6,78,13.1,5,0
"2826","No","no",128.3,78,143.7,140,14.3,9,2
"2827","No","no",187.9,110,202.6,125,10.2,11,2
"2828","Yes","no",129.2,71,214.9,100,10.3,4,5
"2829","Yes","yes",125.5,106,251.9,129,6.3,6,4
"2830","No","no",257.2,108,204,118,12.6,4,1
"2831","No","no",124.6,90,169.4,95,10.5,6,1
"2832","No","no",175.1,144,243.7,146,9.9,3,1
"2833","No","no",124.3,91,256.3,109,7.5,5,3
"2834","No","no",271.6,130,136.3,108,11.6,9,2
"2835","No","no",219.9,80,130.6,69,11.7,7,1
"2836","No","no",183.3,115,177.4,84,10.4,15,3
"2837","No","no",101.1,119,179.5,112,10.3,5,2
"2838","No","no",203.3,70,222.2,118,14.3,3,1
"2839","No","no",175.4,88,138.7,94,10.5,3,2
"2840","Yes","no",266,97,306.2,100,14.2,2,2
"2841","No","no",171.6,110,183.4,103,10.8,7,0
"2842","No","no",78.7,98,150.4,106,14,8,0
"2843","No","no",211.9,110,238.5,107,9.4,2,0
"2844","No","no",63.7,101,210.1,87,10,6,1
"2845","No","no",173.4,100,141.5,69,11.5,4,1
"2846","No","yes",237.7,98,182.2,95,4.5,4,0
"2847","No","no",225.9,123,272.1,85,10.1,4,1
"2848","No","yes",173,101,231.1,91,12.2,4,0
"2849","No","no",224.9,102,198.9,105,8,2,0
"2850","No","no",237.7,122,185.7,151,7.7,4,1
"2851","No","no",137,128,182.1,86,10,5,2
"2852","No","no",142.5,109,189.6,88,8.2,3,2
"2853","No","no",142.4,126,274.2,71,4.6,4,1
"2854","No","no",147,112,267.4,93,8.7,3,2
"2855","No","no",220.3,124,278.4,98,10.6,4,1
"2856","No","no",149.2,96,201,120,8.1,2,1
"2857","No","no",204.4,88,226,100,10,4,0
"2858","No","no",216.8,77,228.6,117,5.6,2,1
"2859","No","no",308,123,152.9,103,7.4,3,1
"2860","No","no",58,125,185.9,136,11.5,3,0
"2861","No","no",173.2,80,240.2,84,11.8,6,2
"2862","No","no",210.3,90,215.7,102,13.1,3,4
"2863","No","no",58.9,125,158.9,73,12.1,6,0
"2864","No","no",236.8,102,280.2,115,9.7,3,3
"2865","No","no",228.9,102,203.1,109,12.5,2,0
"2866","Yes","no",90,87,185.2,107,8.6,6,2
"2867","No","no",146.7,128,197.7,104,11.1,4,2
"2868","No","no",237.3,83,237,105,11.2,6,1
"2869","Yes","yes",162.8,118,332.7,94,13.6,3,0
"2870","No","no",186.9,114,334.7,104,8.9,2,1
"2871","No","no",86.1,100,148,79,9.1,9,2
"2872","No","no",212.3,89,186.8,73,11.3,2,2
"2873","No","no",151,98,152.8,81,9.2,2,2
"2874","No","no",158.6,67,229.8,80,6.9,5,2
"2875","Yes","no",296,93,246.8,98,12.3,10,0
"2876","No","no",212.3,77,208.7,85,6.6,2,3
"2877","No","no",234.4,61,285.5,117,10.4,6,3
"2878","No","no",176.8,92,196.8,88,6.5,3,2
"2879","No","no",157.3,123,190.4,107,9.6,6,0
"2880","No","no",146.6,68,173.8,113,10,2,1
"2881","No","no",260.5,108,129.7,148,9.8,5,1
"2882","No","no",146.1,98,137.7,100,6.2,3,1
"2883","Yes","yes",124.5,134,268.2,113,11.4,2,2
"2884","No","no",209.4,49,239.2,98,9.8,11,1
"2885","Yes","no",285.7,44,260,97,8.7,4,1
"2886","No","no",190.9,44,231.9,100,8.4,2,1
"2887","No","no",144.4,88,185.4,94,9.9,3,1
"2888","No","no",208.8,130,136.7,107,11.1,4,2
"2889","No","no",77.6,141,255.7,115,10.9,2,1
"2890","Yes","no",271.1,101,145.4,103,8.4,6,1
"2891","No","no",240.8,104,125.7,98,11.6,1,0
"2892","No","no",114.8,98,259,108,12.2,5,0
"2893","No","no",138.8,80,183.8,77,11.8,7,1
"2894","No","no",209.8,112,251.5,111,7.2,6,0
"2895","No","no",134.9,98,236.2,113,14.7,2,3
"2896","No","yes",164,99,123.8,104,6.4,4,0
"2897","No","no",245.5,130,141.7,83,9.1,4,1
"2898","No","no",80.3,94,170.8,117,16.6,3,0
"2899","No","no",90.7,90,169.4,96,5.6,5,2
"2900","No","no",190.3,115,214.9,145,3.8,4,1
"2901","Yes","no",108.6,108,222.6,117,7.9,5,1
"2902","Yes","no",89.8,88,165.7,116,9.3,7,4
"2903","No","no",252.4,106,259.6,137,10,3,2
"2904","No","no",183.4,94,203.5,38,6.7,4,5
"2905","No","yes",183.4,103,200.4,122,10.4,9,2
"2906","No","no",155.2,100,184.6,82,3.8,9,3
"2907","No","no",165.8,122,249.7,78,0,0,1
"2908","No","no",209.4,67,150.2,88,12.8,1,0
"2909","Yes","no",279.3,104,280.8,99,7.9,2,2
"2910","No","no",174.1,102,211.6,126,7.7,2,2
"2911","No","no",175.7,78,156.9,92,9.1,2,2
"2912","No","yes",256.5,87,156.7,122,13,3,1
"2913","No","no",170.2,89,119.5,100,4.3,3,0
"2914","No","no",139.6,92,158.1,79,10.8,4,1
"2915","No","no",208.8,119,214.6,87,12.5,4,4
"2916","No","no",210.1,126,158.6,88,14.4,2,4
"2917","No","no",113.6,87,187.7,87,10.5,6,2
"2918","No","no",202.6,89,268.1,151,8.3,3,0
"2919","No","no",174.4,112,182.4,87,0,0,4
"2920","No","no",210.6,117,201.4,68,9.4,5,0
"2921","No","no",121.5,88,195.7,120,10.7,4,1
"2922","No","no",127.8,67,197.3,63,15.9,2,2
"2923","No","no",135.2,98,246.9,96,10.2,2,2
"2924","No","no",99.4,62,212.1,94,16.7,3,2
"2925","Yes","no",276.9,105,254.4,107,10.3,3,1
"2926","Yes","no",163.4,134,164,147,11.6,2,2
"2927","Yes","no",287.4,116,292.1,114,5,3,4
"2928","No","no",120.5,104,158.5,100,10.2,3,1
"2929","No","no",184.1,106,224.3,133,9.8,3,2
"2930","No","no",185,84,191.1,82,14.9,4,3
"2931","No","no",160.9,109,120.4,97,12.9,12,1
"2932","No","no",207.6,68,191.6,100,10.9,6,2
"2933","No","no",209.2,134,175.4,94,11.8,6,1
"2934","No","yes",158.4,71,144.2,93,2.1,4,1
"2935","Yes","no",149,73,238.6,69,8.6,3,2
"2936","No","no",204.5,63,224,119,9.8,2,0
"2937","Yes","no",288.8,86,215.4,106,9.5,2,0
"2938","No","no",108.6,90,126.3,118,13.4,4,0
"2939","No","no",97.5,129,88.7,100,7,5,1
"2940","No","no",166.5,102,262.7,85,13.3,5,0
"2941","No","no",156.2,104,205.1,116,7.3,5,1
"2942","No","no",225.2,89,249.7,87,11.5,1,4
"2943","Yes","yes",287.4,118,153.2,86,10,3,1
"2944","No","no",175.3,96,211.4,109,7.8,2,0
"2945","No","no",102.1,75,73.7,92,9.8,5,0
"2946","No","no",157.9,103,230,117,14,2,0
"2947","No","no",146.5,73,199,114,4.1,4,1
"2948","Yes","no",245.8,116,240.7,115,9,13,1
"2949","No","yes",177.7,114,236.7,67,10.5,5,1
"2950","No","yes",250.8,146,148.1,104,10,5,2
"2951","Yes","no",117.8,100,244.1,119,11.8,4,0
"2952","No","no",119.7,113,256.2,108,12.9,7,2
"2953","Yes","no",242.2,87,268.6,121,8.2,3,5
"2954","No","no",163.4,83,249.7,90,9.8,4,7
"2955","No","no",161,113,208.1,81,8.4,4,3
"2956","No","no",128.7,111,193.6,97,10.3,5,1
"2957","No","no",81.6,94,140.8,75,8.6,18,1
"2958","No","no",207.7,91,216.5,110,7.3,1,1
"2959","Yes","no",128.6,115,255.3,96,6.3,2,6
"2960","No","no",233.3,65,210.6,109,9.1,4,1
"2961","Yes","no",182.1,106,152.3,75,10,3,5
